Nitrogen_Kjeldahl,TotalSuspendedSolids,Nitrate,Conductivity,DissolvedOxygen,pH,TotalNitrogen,Nitrite,Chloride,10mLandCover_AgriculturalExtraction,CensusYear,Total Rain (mm) 0day Total,Total Rain (mm) -7day Total,Total Rain (mm) -56day Total,Total Rain (mm) -3day Total,Total Rain (mm) -28day Total,Total Rain (mm) -1day Total,Total Rain (mm) -14day Total,Month,Phosphorus
0.53,4.6,0.51,1317.0,15.87,8.44,0.66,0.011,497.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.5700779999999924
0.58,2.0,1.56,2169.0,13.18,8.61,2.156,0.016,498.0,4119,2016,0.0,10.4,86.9,4.0,34.9,4.0,16.2,12,0.26281810000000033
0.56,6.0,0.81,1276.0,16.31,8.48,1.382,0.012,236.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.6020379999999939
0.52,2.0,0.91,549.0,15.27,8.67,1.441,0.011,124.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.2565064499999999
0.82,4.0,0.21,1028.0,13.99,8.94,1.041,0.011,154.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.5706399999999933
0.76,6.0,0.86,7831.0,14.65,8.24,1.675,0.055,2210.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.6002299999999954
0.63,4.0,0.64,4461.0,14.19,8.47,1.355,0.085,1210.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.5623899999999946
0.66,7.0,0.61,620.0,5.57,8.13,1.288,0.018,61.6,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.6424444999999942
0.32,5.0,0.37,593.0,5.53,8.57,0.701,0.011,30.3,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.5830854999999917
0.62,3.0,0.39,1460.0,5.59,7.84,1.021,0.011,366.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.4372309999999976
0.74,66.0,0.86,611.0,5.54,8.27,1.614,0.014,54.4,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.6810679999999949
1.42,3.0,1.32,5818.0,16.74,8.46,2.785,0.045,1410.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.4848849999999954
0.66,10.0,0.98,906.0,13.63,8.21,1.651,0.011,130.0,74028,2016,14.5,15.0,56.4,15.0,38.8,15.0,38.8,1,0.6804694999999941
0.83,6.0,0.98,1880.0,13.29,8.0,1.839,0.029,406.0,171066,2016,7.25,7.5,28.2,7.5,19.4,7.5,19.4,1,0.6196419999999935
0.53,27.0,0.42,887.0,14.59,8.27,0.961,0.011,128.0,55959,2016,14.5,15.0,56.4,15.0,38.8,15.0,38.8,1,0.6917279999999899
0.55,6.1,1.07,863.0,13.56,8.46,1.29,0.011,190.9,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.6022839999999938
0.53,22.0,0.92,1006.0,14.16,8.18,1.461,0.011,137.0,62244,2016,10.6,11.0,46.4,11.0,37.4,11.0,37.4,1,0.696637999999992
0.5,13.0,0.41,667.0,14.11,8.35,0.921,0.011,52.4,116047,2016,14.5,15.0,56.4,15.0,38.8,15.0,38.8,1,0.6743504999999916
0.83,2.0,1.11,1414.0,13.32,8.04,1.962,0.022,283.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.2921049999999997
0.62,30.0,0.49,674.0,13.85,8.16,1.121,0.011,62.0,342887,2016,7.25,7.5,28.2,7.5,19.4,7.5,19.4,1,0.6969029999999908
0.8,38.0,1.02,1010.0,14.51,8.22,1.831,0.011,174.0,675417,2016,14.5,15.0,56.4,15.0,38.8,15.0,38.8,1,0.6963039999999929
0.74,3.0,0.9,1745.0,14.12,8.16,1.651,0.011,201.0,53262,2016,14.5,15.0,56.4,15.0,38.8,15.0,38.8,1,0.44870799999999683
0.64,21.6,0.29,727.0,14.06,8.17,0.42,0.011,69.4,89721,2016,14.5,15.0,53.6,15.0,36.0,15.0,36.0,1,0.6911814999999902
2.46,288.0,1.85,1031.0,13.78,8.24,2.68,0.055,462.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.8526060000000034
1.33,66.0,1.39,1316.0,14.5,8.25,2.746,0.026,318.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.7176659999999964
1.32,19.0,0.89,1314.0,13.59,7.98,2.232,0.022,356.0,4119,2016,2.3,17.3,58.7,17.3,41.1,16.8,41.1,1,0.7082159999999951
1.68,188.0,0.88,1389.0,14.02,8.01,2.594,0.034,360.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.705789499999998
1.34,43.0,0.79,1638.0,13.26,8.03,2.161,0.031,561.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.6952369999999961
1.76,43.0,1.52,1168.0,14.18,8.19,3.301,0.021,286.0,119253,2016,2.3,17.3,55.9,17.3,38.3,16.8,38.3,1,0.7935049999999955
1.62,25.0,1.59,1117.0,13.72,8.17,3.239,0.029,260.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.7791044999999983
2.11,67.0,21.0,3185.0,14.04,7.98,23.121,0.011,925.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.8695645000000048
1.37,37.0,0.89,2736.0,14.43,8.11,2.304,0.044,771.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.6989199999999969
1.56,39.0,0.94,3420.0,14.22,8.02,2.555,0.055,934.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.7036419999999975
2.18,58.0,1.47,635.0,14.92,8.24,3.683,0.033,128.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.8653035000000041
0.73,10.0,0.6,610.0,13.78,8.27,1.341,0.011,61.1,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.6672414999999949
1.38,19.0,3.19,1076.0,14.31,8.38,4.622,0.052,448.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.7724344999999982
0.83,2.0,0.5,745.0,12.61,8.31,1.341,0.011,83.7,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.28608815000000015
2.37,15.0,1.66,5244.0,14.72,8.28,4.085,0.055,1420.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.8633535000000048
1.4,38.8,0.93,591.0,15.2,8.3,1.49,0.015,100.2,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.6963544999999961
1.38,42.0,0.5,1132.0,13.65,7.88,1.897,0.017,225.0,53262,2016,10.0,19.4,65.7,19.4,26.9,19.4,21.2,2,0.7145959999999938
1.0,178.0,0.65,882.0,13.96,7.99,1.665,0.015,162.0,55959,2016,10.0,19.4,65.7,19.4,26.9,19.4,21.2,2,0.701487999999993
2.17,108.0,0.59,565.0,13.5,7.8,1.14,0.01,100.75,89721,2016,10.0,19.4,62.9,19.4,26.9,19.4,21.2,2,0.831317499999999
1.7,92.4,0.84,593.0,13.11,8.07,1.2,0.021,180.4,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.7160154999999958
2.85,672.0,0.86,647.0,16.9,8.29,1.47,0.036,651.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.8684055000000038
1.02,104.0,0.59,778.0,13.56,7.99,1.624,0.014,122.0,342887,2016,5.0,9.7,32.85,9.7,13.45,9.7,10.6,2,0.701533499999993
1.94,276.0,0.55,730.0,17.43,8.17,2.529,0.039,330.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.7280200000000002
1.23,24.0,0.83,582.0,17.71,8.09,2.076,0.016,286.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.6929839999999952
1.39,39.0,0.54,1898.0,12.97,7.94,1.959,0.029,445.0,171066,2016,5.0,9.7,32.85,9.7,13.45,9.7,10.6,2,0.7129719999999938
2.55,316.0,0.71,744.0,18.24,8.77,3.286,0.026,340.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.9058000000000045
1.88,126.0,0.61,596.0,10.95,7.85,2.504,0.014,102.0,116047,2016,10.0,19.4,65.7,19.4,26.9,19.4,21.2,2,0.728672499999997
1.6,156.0,0.52,340.0,17.73,8.43,2.137,0.017,133.0,119253,2016,10.0,19.4,62.9,19.4,26.9,19.4,21.2,2,0.7209679999999951
1.71,34.0,0.77,1172.0,13.16,7.83,2.498,0.018,267.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.7047769999999981
1.28,226.0,0.79,678.0,13.76,8.01,2.086,0.016,109.0,675417,2016,10.0,19.4,65.7,19.4,26.9,19.4,21.2,2,0.7123614999999938
2.85,360.0,0.84,1053.0,13.7,7.8,3.714,0.024,214.0,74028,2016,10.0,19.4,65.7,19.4,26.9,19.4,21.2,2,0.9064720000000017
1.03,35.0,0.58,671.0,13.37,7.83,1.621,0.011,114.0,62244,2016,10.2,35.2,75.0,35.2,37.6,35.2,36.4,2,0.7017589999999929
1.85,140.0,0.62,431.0,17.55,8.94,2.493,0.023,190.0,4119,2016,10.0,19.4,65.7,19.4,26.9,19.4,21.2,2,0.7238259999999955
2.09,54.0,0.76,1630.0,17.04,7.8,2.896,0.046,968.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.8239320000000024
1.26,15.0,0.82,646.0,18.53,8.25,2.099,0.019,276.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.6812124999999969
2.27,252.0,0.71,1589.0,12.79,8.14,3.007,0.027,424.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.8463785000000039
2.16,264.0,0.63,2850.0,12.5,7.89,2.845,0.055,676.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.8070790000000034
1.92,172.0,0.76,486.8,13.63,8.0,2.704,0.024,90.1,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.7387170000000004
0.84,49.7,0.46,457.0,13.39,7.99,0.8,0.007,84.6,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.6780779999999925
1.88,190.8,0.81,751.0,13.44,8.24,1.12,0.015,114.8,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.7268759999999964
0.41,4.0,0.33,669.0,14.89,8.71,0.742,0.002,55.4,116047,2016,0.0,0.0,55.4,0.0,33.4,0.0,0.0,3,0.5655964999999936
0.57,2.0,0.87,1117.0,14.27,8.36,1.451,0.011,179.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.26301355000000026
0.49,5.0,0.89,910.0,14.26,8.35,1.386,0.006,131.0,74028,2016,0.0,0.0,55.4,0.0,33.4,0.0,0.0,3,0.590776999999993
0.37,15.0,0.44,646.0,14.46,8.52,0.815,0.005,54.6,342887,2016,0.0,0.0,27.7,0.0,16.7,0.0,0.0,3,0.6624004999999933
0.54,47.0,0.39,824.0,14.56,8.47,0.934,0.004,103.0,55959,2016,0.0,0.0,55.4,0.0,33.4,0.0,0.0,3,0.6777219999999917
0.53,2.0,0.65,1002.0,14.39,8.22,1.184,0.004,122.0,62244,2016,0.0,0.0,54.4,0.0,41.4,0.0,0.0,3,0.2505996999999999
0.53,19.0,0.95,796.0,13.76,8.46,1.486,0.006,90.2,675417,2016,0.0,0.0,55.4,0.0,33.4,0.0,0.0,3,0.6778079999999945
0.64,5.0,0.61,1528.0,13.81,8.21,1.261,0.011,298.0,171066,2016,0.0,0.0,27.7,0.0,16.7,0.0,0.0,3,0.5956184999999922
0.56,5.0,0.99,834.0,14.2,8.77,1.16,0.006,173.1,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.587657999999992
0.66,9.15,0.24,746.0,14.15,8.48,0.39,0.002,83.4,89721,2016,0.0,0.0,55.4,0.0,33.4,0.0,0.0,3,0.6614349999999931
0.58,7.0,0.39,1084.0,14.31,8.31,0.981,0.011,164.0,53262,2016,0.0,0.0,55.4,0.0,33.4,0.0,0.0,3,0.6382659999999927
0.55,4.0,0.79,2624.0,14.26,8.31,1.365,0.025,720.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.5654059999999941
0.94,22.0,0.64,2604.0,16.03,8.4,1.602,0.022,740.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6854969999999952
0.54,2.0,1.51,2176.0,14.68,8.32,2.061,0.011,470.0,119253,2016,0.0,0.0,40.9,0.0,24.0,0.0,0.0,3,0.2607296000000003
0.54,2.0,1.99,2731.0,14.24,8.13,2.552,0.022,703.0,4119,2016,0.0,0.0,40.9,0.0,24.0,0.0,0.0,3,0.26130760000000025
0.82,2.8,0.47,2282.0,16.68,8.49,0.72,0.022,1153.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.4076434999999966
0.44,5.0,0.98,1305.0,14.84,8.56,1.431,0.011,231.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.5876994999999927
0.65,17.0,0.43,1390.0,14.28,8.22,1.091,0.011,256.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6697124999999939
0.66,4.0,1.09,1234.0,14.8,8.54,1.761,0.011,219.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.5634694999999946
0.58,60.0,0.47,4126.0,18.35,8.34,1.105,0.055,1100.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.677944999999993
0.78,17.0,0.35,2070.0,14.86,8.18,1.141,0.011,492.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6767479999999941
0.6,2.0,0.41,1925.0,16.95,8.48,1.032,0.022,499.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.2590032500000001
0.49,15.5,0.86,664.0,13.97,8.44,0.99,0.006,118.5,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6607259999999937
0.5,2.0,0.33,1715.0,15.04,8.23,0.841,0.011,310.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.2510623499999996
0.21,31.0,0.25,589.0,13.91,8.53,0.38,0.005,58.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6726429999999926
1.33,4.0,1.27,4645.0,16.83,8.32,2.655,0.055,1160.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.5931614999999943
0.6,11.0,0.58,691.0,14.17,8.3,1.186,0.006,70.7,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6651809999999945
0.6,16.0,0.82,782.0,12.56,8.21,1.431,0.011,107.0,53262,2016,0.0,26.0,156.0,0.0,156.0,0.0,101.0,4,0.6803354999999942
0.6,3.0,1.35,755.0,13.1,8.33,1.961,0.011,98.8,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.4444904999999979
0.55,10.0,0.61,687.0,12.8,8.33,1.164,0.004,84.6,55959,2016,0.0,26.0,156.0,0.0,156.0,0.0,101.0,4,0.6709369999999932
0.96,97.0,1.31,587.0,12.59,8.46,2.274,0.004,61.3,675417,2016,0.0,26.0,156.0,0.0,156.0,0.0,101.0,4,0.6961734999999942
0.61,12.0,0.73,883.0,12.9,8.23,1.344,0.004,129.0,74028,2016,0.0,26.0,156.0,0.0,156.0,0.0,101.0,4,0.6740699999999937
0.21,11.0,0.59,547.0,13.08,8.29,0.802,0.002,49.7,116047,2016,0.0,26.0,156.0,0.0,156.0,0.0,101.0,4,0.6625759999999927
0.52,2.0,2.49,779.0,12.81,8.34,3.014,0.004,88.7,62244,2016,0.0,26.0,157.2,0.0,157.2,0.0,101.0,4,0.28775150000000055
0.72,11.0,2.18,962.0,12.32,8.17,2.911,0.011,149.0,171066,2016,0.0,13.0,78.0,0.0,78.0,0.0,50.5,4,0.7319419999999948
0.7,48.0,0.68,606.0,13.0,8.3,1.382,0.002,60.7,342887,2016,0.0,13.0,78.0,0.0,78.0,0.0,50.5,4,0.6903684999999924
0.94,2.0,1.86,2179.0,13.92,8.32,2.822,0.022,566.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.3152104999999991
0.89,236.0,1.08,814.0,11.81,8.07,1.981,0.011,117.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.6824549999999951
0.72,2.0,2.36,1926.0,13.0,8.04,3.102,0.022,414.0,4119,2016,5.8,13.8,161.8,5.8,161.8,5.8,106.8,4,0.3135691000000006
0.82,3.0,1.58,410.0,13.25,8.36,2.422,0.022,268.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.45034149999999823
0.66,2.0,3.02,1270.0,12.33,8.34,3.693,0.013,227.0,119253,2016,5.8,5.8,108.1,5.8,108.1,5.8,60.9,4,0.31801760000000084
0.92,23.0,1.9,892.0,11.95,8.45,2.831,0.011,119.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.7050809999999952
1.0,15.0,2.15,850.0,12.12,8.39,3.162,0.012,115.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.7430319999999965
1.03,64.0,0.71,2191.0,10.43,7.98,1.795,0.055,307.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.6861679999999954
1.13,22.0,1.77,1226.0,11.17,8.03,2.914,0.014,242.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.7492864999999952
1.08,68.0,0.88,1374.0,11.06,8.06,1.982,0.022,288.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.6854884999999953
1.07,36.0,0.84,1871.0,12.29,8.28,1.965,0.055,268.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.6858024999999955
0.5,2.0,0.49,641.0,11.02,8.26,0.997,0.007,60.6,675417,2016,32.2,38.2,244.8,32.2,114.8,32.2,57.2,5,0.25112369999999945
0.79,2.0,0.055,954.0,11.32,8.14,0.858,0.013,150.0,53262,2016,32.2,38.2,244.8,32.2,114.8,32.2,57.2,5,0.27676400000000034
0.34,2.0,0.13,585.0,11.53,8.31,0.472,0.002,41.2,116047,2016,32.2,38.2,244.8,32.2,114.8,32.2,57.2,5,0.24132334999999908
0.42,2.0,0.2,600.0,11.89,8.34,0.623,0.003,51.2,342887,2016,16.1,19.1,122.4,16.1,57.4,16.1,28.6,5,0.2487083999999991
0.71,2.0,0.04,815.0,11.93,8.14,0.754,0.004,87.5,62244,2016,32.2,38.2,234.4,32.2,103.2,32.2,45.6,5,0.2677045000000003
0.27,2.0,0.14,718.0,11.89,8.29,0.415,0.005,80.0,55959,2016,32.2,38.2,244.8,32.2,114.8,32.2,57.2,5,0.23713599999999893
0.91,2.0,0.52,880.0,97.9,8.11,1.443,0.013,125.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.29539214999999996
0.73,2.0,0.29,1223.0,11.67,8.07,1.039,0.019,230.0,171066,2016,16.1,19.1,122.4,16.1,57.4,16.1,28.6,5,0.2676888000000006
0.35,2.0,0.51,951.0,11.84,8.17,0.876,0.016,134.0,74028,2016,32.2,38.2,244.8,32.2,114.8,32.2,57.2,5,0.24270959999999925
1.62,87.0,0.55,541.0,9.67,7.81,2.192,0.022,71.9,4119,2016,3.2,41.4,248.0,35.4,100.0,35.4,60.4,5,0.7179179999999954
3.55,303.0,0.68,694.0,9.54,7.86,4.252,0.022,140.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.9114905000000054
1.57,36.0,0.55,772.0,9.85,8.05,2.131,0.011,132.0,119253,2016,21.3,24.3,173.4,21.3,71.1,21.3,40.7,5,0.7160314999999944
0.75,27.0,0.37,990.0,9.38,8.04,1.131,0.011,176.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.683718999999993
1.63,80.0,0.56,851.0,9.89,8.2,2.216,0.026,138.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.7019284999999977
2.12,189.0,0.23,1545.0,9.37,7.98,2.372,0.022,331.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.7833475000000037
0.68,22.0,0.47,914.0,9.69,8.06,1.177,0.027,146.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.6833574999999932
0.97,10.0,0.68,1544.0,11.54,8.11,1.672,0.022,317.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.6699214999999965
0.84,11.0,0.56,1959.0,10.89,8.12,1.455,0.055,460.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.6691204999999957
1.23,36.0,0.31,1346.0,9.72,8.01,1.557,0.017,305.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.7007014999999952
1.5,3.0,1.03,2641.0,12.61,8.36,2.585,0.055,660.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.4583094999999954
0.43,12.0,0.19,523.0,9.39,8.43,0.627,0.007,36.9,342887,2016,3.4,7.0,82.0,3.4,27.5,3.4,7.0,6,0.6677409999999927
1.1,40.0,0.49,636.0,8.67,8.33,1.607,0.017,72.1,675417,2016,6.8,14.0,164.0,6.8,55.0,6.8,14.0,6,0.7022774999999933
0.67,4.0,0.03,980.0,7.78,7.78,0.714,0.014,126.0,62244,2016,6.8,14.0,152.4,6.8,55.0,6.8,14.0,6,0.5835324999999925
0.92,13.0,0.16,890.0,8.19,8.09,1.091,0.011,150.0,53262,2016,6.8,14.0,164.0,6.8,55.0,6.8,14.0,6,0.6802284999999926
0.32,42.0,0.23,499.7,8.88,8.36,0.555,0.005,17.7,116047,2016,6.8,14.0,164.0,6.8,55.0,6.8,14.0,6,0.6850054999999905
1.04,12.0,0.11,1545.0,10.81,8.15,1.161,0.011,358.0,171066,2016,3.4,7.0,82.0,3.4,27.5,3.4,7.0,6,0.6833529999999934
0.55,6.0,0.65,984.0,9.1,8.05,1.207,0.007,142.0,74028,2016,6.8,14.0,164.0,6.8,55.0,6.8,14.0,6,0.6190214999999916
0.49,8.0,0.2,712.0,8.98,8.3,0.696,0.006,87.4,55959,2016,6.8,14.0,164.0,6.8,55.0,6.8,14.0,6,0.6535509999999919
0.58,30.0,0.63,852.0,8.8,8.09,1.227,0.017,124.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.6835639999999934
1.18,7.0,0.31,1512.0,6.91,8.23,1.542,0.052,672.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.6562954999999955
0.79,78.0,0.29,986.0,8.15,8.12,1.091,0.011,151.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.6800244999999928
1.41,14.0,0.83,2092.0,8.53,7.79,2.342,0.102,528.0,4119,2016,0.0,14.0,164.0,6.8,21.0,6.8,14.0,6,0.6888629999999966
0.96,9.0,0.17,1091.0,7.3,8.36,1.141,0.011,237.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.675159999999995
1.1,5.0,0.76,1753.0,8.58,7.97,1.922,0.062,402.0,119253,2016,0.0,14.8,132.1,12.2,50.2,12.2,15.0,6,0.6077284999999936
0.87,17.0,0.055,1163.0,7.32,8.4,0.936,0.011,245.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.6742654999999939
1.81,6.0,0.77,1463.0,7.61,8.02,2.69,0.11,337.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.6313999999999964
1.51,18.0,0.08,1725.0,4.52,8.07,1.602,0.012,422.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.6991404999999985
1.28,37.0,0.56,1461.0,8.48,7.97,1.892,0.052,301.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.6966144999999963
1.16,9.0,0.46,1920.0,8.96,8.12,1.675,0.055,453.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.6760329999999967
1.5,2.0,1.46,2357.0,12.94,8.31,3.164,0.204,552.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.3969699999999941
0.28,2.2,0.14,712.0,10.14,8.34,0.43,0.005,92.4,55959,2016,0.0,8.4,136.8,7.2,43.4,7.2,29.4,7,0.235530099999999
0.28,7.4,0.17,498.7,10.72,8.56,0.46,0.007,35.8,342887,2016,0.0,4.2,68.4,3.6,21.7,3.6,14.7,7,0.6414044999999929
0.64,5.9,0.03,1561.0,8.33,8.05,0.68,0.004,442.0,53262,2016,0.0,8.4,136.8,7.2,43.4,7.2,29.4,7,0.6143914999999918
1.33,9.0,0.08,834.0,8.64,8.08,1.414,0.004,89.6,62244,2016,9.5,53.2,104.6,49.1,68.4,12.5,54.2,7,0.706829499999994
0.86,15.0,0.14,567.0,9.27,8.34,1.003,0.003,40.6,116047,2016,9.5,53.2,104.6,49.1,68.4,12.5,54.2,7,0.6839034999999918
0.66,19.0,0.38,709.0,9.34,8.3,1.048,0.008,93.1,55959,2016,9.5,53.2,104.6,49.1,68.4,12.5,54.2,7,0.6883524999999909
1.05,31.0,0.25,568.0,9.53,8.32,1.306,0.006,51.7,342887,2016,4.75,26.6,52.3,24.55,34.2,6.25,27.1,7,0.7051924999999913
1.05,13.0,0.43,713.0,8.65,8.09,1.491,0.011,94.5,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.6736819999999959
0.93,11.0,0.13,930.0,8.29,8.1,1.071,0.011,196.0,171066,2016,4.75,26.6,52.3,24.55,34.2,6.25,27.1,7,0.6788484999999921
1.05,33.0,0.49,906.0,9.02,8.01,1.55,0.01,135.0,74028,2016,9.5,53.2,104.6,49.1,68.4,12.5,54.2,7,0.7036464999999927
0.95,12.0,0.11,984.0,8.92,8.19,1.071,0.011,189.0,53262,2016,9.5,53.2,104.6,49.1,68.4,12.5,54.2,7,0.6827239999999921
0.8,33.0,0.44,524.0,9.55,8.42,1.246,0.006,45.4,675417,2016,9.5,53.2,104.6,49.1,68.4,12.5,54.2,7,0.7019139999999912
1.08,2.0,0.54,917.0,8.49,8.02,1.642,0.022,165.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.3021806499999994
0.76,6.0,0.055,807.0,11.39,8.5,0.826,0.011,119.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.6021934999999929
0.73,19.0,0.19,881.0,9.83,8.4,0.931,0.011,141.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.6760484999999935
0.81,4.0,0.66,1502.0,8.54,8.03,1.481,0.011,345.0,119253,2016,9.4,27.9,166.8,27.9,100.0,10.0,72.9,7,0.5866689999999929
0.75,12.0,0.06,821.0,9.25,8.42,0.821,0.011,144.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.663463499999994
1.48,42.0,0.32,898.0,10.06,8.17,1.822,0.022,162.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.6998904999999965
0.78,23.0,1.07,1587.0,7.08,8.07,1.872,0.022,354.0,4119,2016,3.2,52.3,107.8,52.3,71.6,12.7,57.4,7,0.6946124999999929
1.39,53.0,0.07,1154.0,7.64,8.23,1.471,0.011,261.0,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.7049604999999957
