,latitude,longitude,pH,Month,Year,CensusYear,Total Rain (mm) 0day Total,Total Rain (mm) -3day Total,Total Rain (mm) -1day Total,TotalNitrogen,Nitrogen_Kjeldahl,TotalPhosphorus
1303,43.903646124282595,-79.02242423756033,8.31,3,2019,2016,0.0,0.0,0.0,1.6009999999999998,0.86,0.0551
1304,43.87148426502804,-79.06518285587957,6.92,4,2019,2016,6.0,51.8,6.0,1.495,0.87,0.0508
1305,43.9462080141,-78.9036611061,8.46,4,2014,2016,0.0,8.2,6.0,1.14,0.15,0.013
1306,43.8566716389999,-78.96067785609999,8.27,11,2008,2006,2.8,16.3,16.3,1.704,0.56,0.051
1307,43.9462080141,-78.9036611061,8.49,7,2010,2011,0.0,16.0,0.0,1.007,0.24,0.011
1311,43.871484238011256,-79.06518285550933,8.37,2,2017,2016,2.4,2.4,2.4,1.2409999999999999,0.71,0.0768
1323,43.907755641700824,-79.07291785615752,6.7,12,2018,2016,0.0,0.0,0.0,1.6589999999999998,0.71,0.0214
1324,43.961447014099996,-79.1256539813,8.36,10,2014,2016,2.8,12.8,12.8,0.44,0.38,0.026
1329,43.9462080141,-78.9036611061,8.4,6,2009,2011,0.0,0.0,0.0,1.0670000000000002,0.27,0.014
1331,43.88073326399999,-78.821483231,8.21,8,2010,2011,0.0,16.2,12.6,1.6469999999999998,0.49,0.026
1334,43.88073326399999,-78.821483231,8.31,10,2013,2011,6.2,16.8,6.2,1.44,0.7,0.041
1335,43.87148426502804,-79.06518285587957,8.09,9,2018,2016,6.6,27.6,27.6,1.121,0.77,0.0894
1337,43.839189888999904,-79.03983860619991,8.24,3,2012,2011,0.0,1.0,1.0,0.981,0.39,0.037000000000000005
1339,43.8566716389999,-78.96067785609999,8.2,9,2009,2011,0.0,0.0,0.0,0.7390000000000001,0.41,0.023
1342,43.8566716389999,-78.96067785609999,8.22,9,2005,2006,20.0,73.2,20.0,1.6059999999999999,0.71,0.059
1343,43.87148426502804,-79.06518285587957,8.4,7,2017,2016,0.0,4.6,3.0,0.921,0.66,0.0677
1346,43.894292013999994,-78.6750209809,8.48,5,2005,2006,0.0,7.3,3.0,0.8340000000000001,0.23,0.009000000000000001
1348,43.9698207641,-78.7474947309,8.32,10,2013,2011,0.0,0.0,0.0,0.62,0.31,0.01
1353,43.8566716389999,-78.96067785609999,8.37,5,2009,2011,3.8,3.8,3.8,1.226,0.43,0.016
1354,43.961447014099996,-79.1256539813,8.42,6,2002,2001,0.0,12.2,0.0,0.38,0.26,0.017
1355,43.839189888999904,-79.03983860619991,7.97,4,2015,2016,13.8,43.40000000000001,43.40000000000001,1.54,0.8,0.66
1357,43.911565263999904,-78.78870535599991,8.33,8,2008,2006,6.8,60.8,7.6,1.648,0.89,0.032
1358,43.87148426502804,-79.06518285587957,8.3,3,2019,2016,0.0,0.0,0.0,1.4360000000000002,1.04,0.0905
1360,43.9336066389999,-78.9618889811,8.41,9,2007,2006,29.0,29.0,29.0,0.867,0.2,0.011
1362,43.86966251719599,-79.07429473168425,7.61,8,2017,2016,0.0,0.2,0.0,0.381,0.31,0.0128
1363,43.9336066389999,-78.9618889811,8.38,6,2006,2006,1.0,18.8,2.8,1.112,0.35,0.022
1364,43.9462080141,-78.9036611061,8.36,10,2011,2011,2.8,3.0,2.8,1.867,0.44,0.023
1366,43.826445953885724,-79.0888364051583,7.96,8,2019,2016,1.8,8.8,2.0,1.833,0.87,0.0436
1368,43.961447014099996,-79.1256539813,8.3,11,2008,2006,0.0,0.0,0.0,0.6609999999999999,0.33,0.014
1369,43.850919791345994,-79.07581985603937,8.28,2,2017,2016,2.4,2.4,2.4,1.981,0.6,0.0768
1371,43.85091976432907,-79.07581985566414,8.38,8,2017,2016,0.0,0.2,0.0,1.0759999999999998,0.54,0.0114
1373,43.9698207641,-78.7474947309,8.36,4,2008,2006,0.0,0.0,0.0,1.645,0.34,0.04
1375,43.85091976432907,-79.07581985566414,8.46,8,2019,2016,0.2,16.599999999999998,5.2,1.016,0.43,0.0283
1377,43.85091976432907,-79.07581985566414,6.78,12,2018,2016,0.0,0.0,0.0,2.0370000000000004,0.72,0.0167
1378,43.803681746598656,-79.11029851493568,8.23,6,2016,2016,0.0,0.0,0.0,1.973,0.86,0.0211
1379,43.839189888999904,-79.03983860619991,8.37,6,2004,2006,0.0,10.2,0.0,0.922,0.34,0.02
1381,43.95051113741628,-79.0852601060121,8.67,9,2016,2016,0.0,5.9,0.5,0.451,0.31,0.0197
1382,43.86966251719599,-79.07429473168425,7.88,2,2018,2016,10.0,19.4,19.4,1.8969999999999998,1.38,0.106
1383,43.9336066389999,-78.9618889811,8.34,8,2003,2001,0.0,21.6,0.0,1.5159999999999998,0.85,0.084
1385,43.87122938899999,-78.829566856,7.8,7,2007,2006,0.0,11.6,0.0,2.003,1.69,0.3670000000000001
1387,43.95051113741628,-79.0852601060121,8.96,5,2019,2016,5.5,15.9,15.9,1.054,0.66,0.0375
1388,43.8681977773999,-78.84614457339991,8.02,7,2014,2016,2.2,14.4,14.4,1.16,0.54,0.116
1392,43.911565263999904,-78.78870535599991,8.23,4,2009,2011,5.1,25.1,5.1,1.5489999999999997,0.59,0.027000000000000003
1394,43.9462080141,-78.9036611061,8.38,7,2014,2016,2.2,14.4,14.4,1.04,0.35,0.02
1395,43.911565263999904,-78.78870535599991,8.34,9,2004,2006,0.0,0.0,0.0,1.9609999999999999,0.65,0.07
1400,43.95051113741628,-79.0852601060121,8.37,10,2019,2016,11.4,11.4,11.4,0.6920000000000001,0.52,0.0132
1401,43.911565263999904,-78.78870535599991,8.24,10,2009,2011,0.0,0.0,0.0,1.4169999999999998,0.47,0.02
1402,43.9336066389999,-78.9618889811,8.4,4,2008,2006,0.0,0.0,0.0,1.5749999999999995,0.36,0.023
1406,43.86966251719599,-79.07429473168425,8.28,8,2019,2016,0.2,16.599999999999998,5.2,1.081,1.01,0.0513
1407,43.911565263999904,-78.78870535599991,8.26,6,2012,2011,0.0,26.8,6.4,1.09,0.71,0.058
1408,43.9462080141,-78.9036611061,8.31,11,2008,2006,2.8,16.3,16.3,1.608,0.48,0.055
1410,43.8665555139999,-78.83083585599991,8.43,7,2008,2006,21.8,73.6,22.6,1.496,0.61,0.046
1413,43.95051113741628,-79.0852601060121,8.31,5,2018,2016,32.2,32.2,32.2,0.47200000000000003,0.34,0.01
1414,43.839189888999904,-79.03983860619991,8.45,7,2004,2006,0.0,4.2,3.2,1.546,0.76,0.116
1415,43.826445953885724,-79.0888364051583,7.78,7,2016,2016,0.0,0.0,0.0,1.61,0.77,0.0264
1416,43.9698207641,-78.7474947309,8.47,5,2005,2006,0.0,7.3,3.0,0.7640000000000001,0.2,0.016
1417,43.803681746598656,-79.11029851493568,8.19,12,2019,2016,1.8,16.2,16.2,5.251,1.57,0.119
1419,43.961447013814315,-79.12565398133975,7.11,2,2019,2016,0.0,0.0,0.0,3.054,2.42,0.0864
1422,43.85091976432907,-79.07581985566414,8.86,8,2018,2016,0.0,4.0,0.0,0.954,0.77,0.0396
1423,43.839189888999904,-79.03983860619991,8.44,10,2013,2011,8.6,18.8,9.6,0.69,0.39,0.011
1424,43.85091976432907,-79.07581985566414,8.22,1,2018,2016,14.5,15.0,15.0,1.831,0.8,0.0663
1425,43.961447014099996,-79.1256539813,8.22,11,2003,2001,18.8,21.8,18.8,1.043,0.33,0.018000000000000002
1426,43.95051113741628,-79.0852601060121,8.52,11,2016,2016,0.0,1.0,0.0,0.331,0.2,0.01
1427,43.911565263999904,-78.78870535599991,8.21,6,2006,2006,1.0,18.8,2.8,1.633,0.63,0.06
1430,43.9698207641,-78.7474947309,8.39,6,2009,2011,0.0,0.0,0.0,0.8590000000000001,0.25,0.016
1431,43.9462080141,-78.9036611061,8.37,8,2012,2011,0.4,3.0,2.4,0.956,0.19,0.01
1432,43.911565263999904,-78.78870535599991,8.36,9,2008,2006,0.3,25.6,14.4,1.364,0.64,0.054000000000000006
1433,43.9698207641,-78.7474947309,8.32,8,2004,2006,0.0,0.0,0.0,0.664,0.15,0.017
1434,43.88073326399999,-78.821483231,8.16,9,2008,2006,0.3,25.6,14.4,1.356,0.675,0.115
1435,43.961447014099996,-79.1256539813,8.36,9,2013,2011,0.0,41.8,0.0,0.42,0.39,0.011
1436,43.9462080141,-78.9036611061,8.25,11,2007,2006,0.0,3.0,3.0,1.354,0.27,0.012
1439,43.803681746598656,-79.11029851493568,8.34,7,2017,2016,0.0,49.5,1.0,3.4810000000000003,0.99,0.0504
1440,43.8566716389999,-78.96067785609999,8.3,6,2010,2011,3.4,3.8,3.4,1.3219999999999998,0.6,0.027000000000000003
1441,43.826445953885724,-79.0888364051583,7.66,1,2015,2016,0.0,1.8,0.8,2.64,1.1,0.048
1442,43.961447014099996,-79.1256539813,8.28,5,2012,2011,1.2,1.2,1.2,0.28300000000000003,0.27,0.018000000000000002
1445,43.85091976432907,-79.07581985566414,8.66,8,2016,2016,0.0,14.0,0.0,0.6609999999999999,0.43,0.0229
1446,43.88073326399999,-78.821483231,8.37,6,2003,2001,0.0,16.4,0.4,2.11,0.59,0.021
1447,43.8566716389999,-78.96067785609999,8.31,8,2012,2011,0.4,3.0,2.4,0.795,0.44,0.029
1451,43.894292013999994,-78.6750209809,8.51,5,2011,2011,24.6,29.200000000000006,24.6,1.0179999999999998,0.3,0.009000000000000001
1453,43.9462080141,-78.9036611061,8.36,9,2004,2006,0.0,0.0,0.0,0.8180000000000001,0.14,0.012
1455,43.839189888999904,-79.03983860619991,8.23,1,2010,2011,0.0,1.0,0.0,1.118,0.28,0.021
1459,43.911565263999904,-78.78870535599991,8.28,7,2003,2001,0.0,3.2,0.0,1.699,0.72,0.067
1461,43.9336066389999,-78.9618889811,8.33,8,2004,2006,0.6,0.6,0.6,1.18,0.24,0.012
1462,43.866872015284024,-79.08601360640442,8.27,3,2017,2016,1.0,1.0,1.0,0.7509999999999999,0.33,0.0167
1464,43.961447014099996,-79.1256539813,8.27,11,2002,2001,0.6,0.6,0.6,1.025,0.27,0.014
1466,43.95051113741628,-79.0852601060121,8.28,9,2018,2016,6.6,27.6,27.6,0.4420000000000001,0.28,0.013
1468,43.871484238011256,-79.06518285550933,8.13,1,2017,2016,0.0,0.4,0.0,1.591,0.52,0.0725
1469,43.9462080141,-78.9036611061,8.4,8,2008,2006,6.8,60.8,7.6,1.382,0.5,0.029
1471,43.88073326399999,-78.821483231,8.32,10,2011,2011,2.8,3.0,2.8,3.373,0.62,0.027000000000000003
1474,43.85091976432907,-79.07581985566414,8.33,6,2018,2016,6.8,6.8,6.8,1.607,1.1,0.0659
1482,43.88073326399999,-78.821483231,8.18,8,2012,2011,0.4,3.0,2.4,1.68,0.44,0.024
1483,43.85091976432907,-79.07581985566414,8.75,5,2019,2016,5.5,15.9,15.9,1.444,0.73,0.0427
1484,43.803681746598656,-79.11029851493568,7.97,3,2019,2016,0.0,0.0,0.0,2.071,0.91,0.0315
1485,43.9698207641,-78.7474947309,8.37,7,2008,2006,21.8,73.6,22.6,1.514,0.53,0.037000000000000005
1487,43.8665555139999,-78.83083585599991,8.33,10,2003,2001,0.0,0.4,0.0,1.094,0.27,0.015
1488,43.8665555139999,-78.83083585599991,8.4,6,2005,2006,0.0,0.0,0.0,0.8859999999999999,0.35,0.027000000000000003
1489,43.886940513999996,-78.866538606,8.09,7,2007,2006,0.0,11.6,0.0,1.146,0.55,0.024
1490,43.8566716389999,-78.96067785609999,8.19,7,2009,2011,0.0,2.1,2.1,0.879,0.47,0.032
1492,43.88073326399999,-78.821483231,8.34,6,2005,2006,0.0,0.0,0.0,1.472,0.52,0.036000000000000004
1494,43.839189888999904,-79.03983860619991,8.38,8,2009,2011,0.0,2.1,2.1,0.7879999999999999,0.39,0.021
1495,43.88073326399999,-78.821483231,8.18,8,2006,2006,3.4,3.4,3.4,1.916,0.44,0.021
1499,43.8665555139999,-78.83083585599991,8.27,8,2009,2011,0.0,35.6,9.0,1.2849999999999997,0.58,0.056
1501,43.9698207641,-78.7474947309,8.33,7,2009,2011,0.0,2.1,2.1,0.7909999999999999,0.18,0.012
1504,43.8665555139999,-78.83083585599991,8.44,7,2012,2011,0.0,0.0,0.0,0.997,0.3,0.013
1507,43.866872015284024,-79.08601360640442,8.39,6,2019,2016,0.0,2.8,0.0,0.514,0.41,0.011
1508,43.8566716389999,-78.96067785609999,8.32,4,2012,2011,0.0,9.8,0.6,0.76,0.36,0.013
1509,43.9462080141,-78.9036611061,8.41,5,2013,2011,2.4,2.4,2.4,1.172,0.44,0.009000000000000001
1510,43.907755641700824,-79.07291785615752,8.05,6,2018,2016,6.8,6.8,6.8,1.207,0.55,0.0251
1513,43.839189888999904,-79.03983860619991,8.48,7,2005,2006,0.0,0.0,0.0,0.542,0.34,0.02
1514,43.903646124282595,-79.02242423756033,8.02,10,2017,2016,9.6,9.6,9.6,0.946,0.88,0.0129
1516,43.9462080141,-78.9036611061,8.25,5,2015,2016,0.0,11.8,0.0,0.82,0.23,0.012
1518,43.9462080141,-78.9036611061,8.31,7,2007,2006,0.0,11.6,0.0,1.041,0.41,0.029
1519,43.8566716389999,-78.96067785609999,8.29,5,2010,2011,5.8,9.4,6.8,1.249,0.82,0.024
1527,43.961447014099996,-79.1256539813,8.21,9,2007,2006,0.0,19.7,19.7,1.6619999999999997,0.82,0.225
1529,43.911565263999904,-78.78870535599991,8.16,9,2009,2011,0.0,0.0,0.0,1.269,0.62,0.054000000000000006
1530,43.9336066389999,-78.9618889811,8.29,6,2013,2011,0.0,38.8,3.6,1.804,0.95,0.041
1531,43.961447014099996,-79.1256539813,8.37,6,2003,2001,0.0,0.0,0.0,0.34700000000000003,0.26,0.012
1532,43.907755641700824,-79.07291785615752,8.34,7,2017,2016,0.0,4.6,3.0,0.991,0.7,0.0887
1535,43.961447014099996,-79.1256539813,8.44,7,2008,2006,9.0,24.5,21.5,1.2209999999999999,1.13,0.04
1538,43.8566716389999,-78.96067785609999,8.31,10,2008,2006,0.0,19.2,3.4,1.081,0.46,0.021
1541,43.8665555139999,-78.83083585599991,8.29,5,2010,2011,1.0,9.3,1.0,1.122,0.4,0.012
1542,43.839189888999904,-79.03983860619991,8.3,11,2008,2006,0.0,0.0,0.0,1.3030000000000002,0.45,0.026
1544,43.839189888999904,-79.03983860619991,8.34,9,2014,2016,0.0,4.0,0.0,0.7,0.48,0.026
1545,43.839189888999904,-79.03983860619991,8.32,5,2007,2006,0.0,5.8,0.0,0.723,0.35,0.013
1546,43.9698207641,-78.7474947309,8.25,11,2012,2011,0.0,0.0,0.0,1.007,0.24,0.009000000000000001
1547,43.803681746598656,-79.11029851493568,8.36,8,2016,2016,0.0,1.2,0.0,1.331,0.42,0.0256
1549,43.961447014099996,-79.1256539813,8.24,6,2013,2011,0.0,14.0,5.2,0.483,0.4,0.021
1551,43.9698207641,-78.7474947309,8.5,6,2005,2006,0.0,0.0,0.0,0.8140000000000001,0.22,0.028
1554,43.88073326399999,-78.821483231,8.29,11,2008,2006,2.8,16.3,16.3,2.137,0.7,0.065
1555,43.911565263999904,-78.78870535599991,8.24,5,2010,2011,1.0,9.3,1.0,1.0419999999999998,0.65,0.03
1556,43.8665555139999,-78.83083585599991,8.15,6,2013,2011,0.0,38.8,3.6,1.36,0.55,0.054000000000000006
1557,43.894292013999994,-78.6750209809,8.27,5,2012,2011,0.0,0.0,0.0,0.7759999999999999,0.22,0.011
1560,43.95051113741628,-79.0852601060121,8.35,1,2018,2016,14.5,15.0,15.0,0.9209999999999999,0.5,0.0248
1561,43.88073326399999,-78.821483231,8.28,10,2004,2006,0.0,0.4,0.0,1.974,0.52,0.024
1562,43.85091976432907,-79.07581985566414,8.42,7,2018,2016,9.5,49.1,12.5,1.246,0.8,0.045
1563,43.87148426502804,-79.06518285587957,7.28,8,2017,2016,0.0,0.2,0.0,0.401,0.21,0.0158
1566,43.88073326399999,-78.821483231,8.26,10,2014,2016,0.0,6.6,0.0,1.3,0.49,0.063
1567,43.961447014099996,-79.1256539813,8.45,10,2011,2011,6.6,29.0,26.200000000000006,0.8430000000000001,0.56,0.058
1568,43.87148426502804,-79.06518285587957,8.56,7,2018,2016,0.0,7.2,7.2,0.46,0.28,0.036000000000000004
1570,43.911565263999904,-78.78870535599991,8.32,6,2007,2006,0.0,0.0,0.0,1.7600000000000002,1.05,0.142
1571,43.8566716389999,-78.96067785609999,8.5,4,2011,2011,13.0,27.3,27.3,1.3559999999999999,0.47,0.023
1572,43.911565263999904,-78.78870535599991,8.33,10,2014,2016,0.0,6.6,0.0,0.88,0.51,0.028
1574,43.85091976432907,-79.07581985566414,8.21,3,2019,2016,0.0,0.0,0.0,2.24,1.57,0.16699999999999998
1575,43.839189888999904,-79.03983860619991,8.34,10,2009,2011,2.6,5.4,5.4,0.8360000000000001,0.36,0.008
1577,43.911565263999904,-78.78870535599991,8.51,6,2003,2001,0.0,16.4,0.4,1.495,0.72,0.032
1579,43.961447014099996,-79.1256539813,8.31,7,2013,2011,0.0,27.6,19.8,0.586,0.44,0.017
1581,43.839189888999904,-79.03983860619991,8.36,9,2007,2006,0.0,19.7,19.7,0.7070000000000001,0.41,0.043
1582,43.826445953885724,-79.0888364051583,8.11,8,2016,2016,0.0,14.0,0.0,1.634,0.42,0.0278
1583,43.961447013814315,-79.12565398133975,8.12,1,2017,2016,0.3,1.0,0.6,1.82,0.33,0.0294
1586,43.894292013999994,-78.6750209809,8.33,4,2009,2011,5.1,25.1,5.1,1.6880000000000002,0.45,0.042
1587,43.894292013999994,-78.6750209809,8.36,8,2004,2006,0.0,0.0,0.0,1.0739999999999998,0.18,0.012
1589,43.95051113741628,-79.0852601060121,7.71,10,2018,2016,0.0,0.0,0.0,0.4320000000000001,0.31,0.0212
1590,43.961447013814315,-79.12565398133975,7.73,4,2015,2016,22.6,29.6,29.6,1.51,0.87,0.374
1591,43.826445953885724,-79.0888364051583,8.1,11,2016,2016,0.0,1.0,0.0,1.4909999999999999,0.62,0.0182
1592,43.9462080141,-78.9036611061,8.34,6,2014,2016,3.8,4.6,3.8,0.69,0.21,0.006
1593,43.85091976432907,-79.07581985566414,8.4,11,2015,2016,0.0,1.4,0.0,1.041,0.29,0.01
1594,43.9698207641,-78.7474947309,8.48,10,2003,2001,0.0,0.4,0.0,0.7949999999999999,0.18,0.013
1596,43.903646124282595,-79.02242423756033,7.2,10,2018,2016,0.0,0.0,0.0,0.634,0.61,0.0167
1599,43.9336066389999,-78.9618889811,8.36,9,2010,2011,0.0,10.8,0.0,0.9109999999999999,0.43,0.02
1600,43.87148426502804,-79.06518285587957,8.4,6,2017,2016,14.2,25.6,16.0,0.4310000000000001,0.25,0.0153
1602,43.826445953885724,-79.0888364051583,7.79,6,2018,2016,0.0,6.8,6.8,2.342,1.41,0.0448
1603,43.894292013999994,-78.6750209809,8.56,11,2007,2006,0.0,3.0,3.0,1.797,0.35,0.008
1606,43.95051113741628,-79.0852601060121,8.37,8,2018,2016,0.0,4.0,0.0,0.6920000000000001,0.55,0.0188
1609,43.903646124282595,-79.02242423756033,8.33,4,2017,2016,0.0,0.0,0.0,1.2309999999999999,0.36,0.025
1610,43.8566716389999,-78.96067785609999,8.15,11,2005,2006,0.0,28.4,19.0,3.7060000000000004,1.05,0.103
1611,43.907755641700824,-79.07291785615752,6.49,4,2019,2016,6.0,51.8,6.0,1.521,1.0,0.0439
1612,43.839189888999904,-79.03983860619991,8.32,6,2003,2001,0.0,0.0,0.0,1.4529999999999998,0.7,0.036000000000000004
1615,43.894292013999994,-78.6750209809,8.41,8,2013,2011,0.0,0.0,0.0,0.66,0.2,0.009000000000000001
1617,43.9698207641,-78.7474947309,8.36,6,2006,2006,1.0,18.8,2.8,0.7829999999999999,0.24,0.021
1618,43.826445953885724,-79.0888364051583,7.91,10,2019,2016,6.0,17.4,17.4,2.076,1.63,0.223
1620,43.839189888999904,-79.03983860619991,8.24,3,2010,2011,4.3,19.9,19.9,2.047,1.5,2.1
1621,43.87148426502804,-79.06518285587957,8.2,1,2019,2016,0.0,0.0,0.0,0.935,0.36,0.0381
1624,43.9698207641,-78.7474947309,8.43,4,2007,2006,0.0,8.9,0.0,1.189,0.23,0.011
1625,43.8566716389999,-78.96067785609999,8.32,6,2007,2006,0.0,0.0,0.0,1.085,0.84,0.08
1626,43.9462080141,-78.9036611061,8.32,10,2009,2011,0.0,0.0,0.0,1.294,0.23,0.004
1627,43.866872015284024,-79.08601360640442,8.3,1,2019,2016,0.0,0.0,0.0,1.004,0.51,0.0165
1628,43.86966251719599,-79.07429473168425,8.16,1,2017,2016,0.0,0.4,0.0,1.321,0.28,0.0367
1629,43.961447014099996,-79.1256539813,8.31,8,2003,2001,11.4,11.4,11.4,0.32299999999999995,0.25,0.037000000000000005
1632,43.9462080141,-78.9036611061,8.34,8,2003,2001,0.0,21.6,0.0,1.469,0.46,0.036000000000000004
1633,43.911565263999904,-78.78870535599991,7.85,10,2007,2006,7.8,15.2,15.2,1.365,0.74,0.153
1636,43.839189888999904,-79.03983860619991,8.37,9,2011,2011,0.0,13.8,13.8,0.807,0.41,0.035
1637,43.894292013999994,-78.6750209809,8.3,9,2010,2011,0.0,10.8,0.0,1.193,0.58,0.043
1639,43.961447014099996,-79.1256539813,8.32,8,2013,2011,0.0,0.0,0.0,0.35,0.3,0.017
1640,43.839189888999904,-79.03983860619991,8.65,7,2011,2011,0.0,0.0,0.0,0.484,0.28,0.013
1641,43.839189888999904,-79.03983860619991,8.17,2,2014,2016,0.0,0.0,0.0,1.32,0.55,0.022
1642,43.85091976432907,-79.07581985566414,8.01,2,2018,2016,10.0,19.4,19.4,2.0860000000000003,1.28,0.219
1643,43.85091976432907,-79.07581985566414,8.5,6,2017,2016,14.2,25.6,16.0,1.0809999999999995,0.48,0.0338
1645,43.85091976432907,-79.07581985566414,8.41,7,2019,2016,0.0,96.0,0.0,0.922,0.5,0.0126
1647,43.961447014099996,-79.1256539813,8.4,5,2007,2006,0.0,3.7,0.0,0.28400000000000003,0.26,0.01
1648,43.88073326399999,-78.821483231,8.25,4,2012,2011,0.0,9.8,0.6,1.375,0.41,0.015
1649,43.8665555139999,-78.83083585599991,8.27,5,2008,2006,0.0,14.2,0.0,0.851,0.02,0.047
1650,43.803681746598656,-79.11029851493568,8.43,2,2018,2016,10.0,19.4,19.4,2.137,1.6,0.371
1652,43.85091976432907,-79.07581985566414,8.47,6,2019,2016,0.0,2.8,0.0,1.236,0.67,0.011
1653,43.907755641700824,-79.07291785615752,7.8,2,2018,2016,10.0,19.4,19.4,3.714,2.85,0.565
1655,43.894292013999994,-78.6750209809,8.31,5,2015,2016,0.0,11.8,0.0,0.84,0.28,0.012
1656,43.86966251719599,-79.07429473168425,8.13,8,2019,2016,0.0,10.0,7.8,1.03,0.94,0.134
1658,43.826445953885724,-79.0888364051583,8.14,10,2017,2016,0.8,11.6,11.6,1.594,0.97,0.0558
1659,43.8566716389999,-78.96067785609999,8.21,7,2003,2001,0.0,2.2,0.0,1.119,0.7,0.078
1660,43.88073326399999,-78.821483231,8.29,5,2009,2011,3.8,3.8,3.8,2.092,0.45,0.012
1661,43.903646124282595,-79.02242423756033,6.84,4,2019,2016,6.0,51.8,6.0,3.297,0.84,0.0215
1662,43.95051113741628,-79.0852601060121,8.39,7,2019,2016,0.0,96.0,0.0,0.652,0.44,0.0202
1663,43.9698207641,-78.7474947309,8.47,7,2007,2006,2.4,2.4,2.4,0.768,0.2,0.02
1664,43.8566716389999,-78.96067785609999,8.26,6,2006,2006,1.0,18.8,2.8,1.121,0.46,0.038
1665,43.907755641700824,-79.07291785615752,8.35,9,2017,2016,0.8,0.8,0.8,0.971,0.3,0.0247
1668,43.8566716389999,-78.96067785609999,8.38,7,2004,2006,0.0,8.8,3.0,1.315,0.44,0.043
1670,43.87148426502804,-79.06518285587957,7.96,3,2015,2016,0.0,7.2,0.0,0.978,0.5,0.059
1671,43.961447014099996,-79.1256539813,8.38,6,2004,2006,0.0,10.2,0.0,0.391,0.32,0.028
1672,43.961447014099996,-79.1256539813,8.41,10,2012,2011,0.0,13.4,0.4,0.28300000000000003,0.26,0.005
1677,43.911565263999904,-78.78870535599991,8.21,9,2013,2011,0.0,4.4,0.0,1.28,0.05,0.034
1678,43.894292013999994,-78.6750209809,8.4,7,2008,2006,21.8,73.6,22.6,2.4170000000000003,0.79,0.071
1679,43.8665555139999,-78.83083585599991,8.37,6,2006,2006,1.0,18.8,2.8,1.2029999999999998,0.37,0.035
1681,43.8566716389999,-78.96067785609999,8.28,4,2013,2011,0.4,1.0,0.4,1.155,0.4,0.016
1684,43.911565263999904,-78.78870535599991,8.25,11,2008,2006,2.8,16.3,16.3,1.287,0.55,0.043
1685,43.9698207641,-78.7474947309,8.49,4,2011,2011,13.0,27.3,27.3,1.271,0.38,0.026
1686,43.9336066389999,-78.9618889811,8.26,10,2008,2006,0.0,19.2,3.4,1.057,0.39,0.009000000000000001
1688,43.961447014099996,-79.1256539813,8.33,10,2003,2001,0.0,5.4,0.4,0.904,0.36,0.012
1690,43.87148426502804,-79.06518285587957,8.18,3,2016,2016,3.2,13.0,13.0,1.671,1.11,0.311
1693,43.903646124282595,-79.02242423756033,7.8,7,2019,2016,0.0,96.0,0.0,1.344,1.27,0.0495
1697,43.826445953885724,-79.0888364051583,7.93,11,2015,2016,0.0,1.4,0.0,1.932,0.41,0.0209
1699,43.903646124282595,-79.02242423756033,8.08,7,2018,2016,9.5,49.1,12.5,1.4140000000000001,1.33,0.0482
1701,43.9698207641,-78.7474947309,8.44,7,2010,2011,0.0,16.0,0.0,0.838,0.24,0.018000000000000002
1702,43.9462080141,-78.9036611061,8.36,10,2014,2016,0.0,6.6,0.0,1.21,0.54,0.036000000000000004
1704,43.866872015284024,-79.08601360640442,8.34,7,2018,2016,0.0,7.2,7.2,0.4300000000000001,0.28,0.025
1705,43.87148426502804,-79.06518285587957,7.14,2,2019,2016,0.0,7.0,1.0,1.8769999999999998,1.19,0.0642
1710,43.9698207641,-78.7474947309,8.38,8,2013,2011,0.0,0.0,0.0,0.91,0.39,0.03
1711,43.95051113741628,-79.0852601060121,8.59,9,2015,2016,0.0,4.8,0.6,0.331,0.2,0.0196
1712,43.961447014099996,-79.1256539813,8.4,9,2004,2006,0.0,22.4,0.0,0.479,0.36,0.024
1716,43.95051113741628,-79.0852601060121,8.25,5,2015,2016,0.0,0.0,0.0,0.371,0.25,0.017
1719,43.88073326399999,-78.821483231,8.29,7,2007,2006,2.4,2.4,2.4,1.51,0.55,0.053
1725,43.88073326399999,-78.821483231,8.3,7,2004,2006,1.0,13.5,4.5,1.781,0.5,0.042
1726,43.907755641700824,-79.07291785615752,8.3,8,2019,2016,0.2,16.599999999999998,5.2,1.381,0.71,0.0341
1728,43.95051113741628,-79.0852601060121,7.91,2,2015,2016,0.0,0.0,0.0,0.688,0.3,0.025
1731,43.803681746598656,-79.11029851493568,6.78,10,2018,2016,1.9,1.9,1.9,3.999,3.91,0.174
1732,43.911565263999904,-78.78870535599991,8.05,11,2005,2006,0.0,39.1,19.1,1.875,0.8,0.08199999999999999
1733,43.9698207641,-78.7474947309,8.5,6,2003,2001,0.0,16.4,0.4,1.12,0.38,0.022
1734,43.8566716389999,-78.96067785609999,8.41,10,2004,2006,0.0,0.0,0.0,0.922,0.4,0.019
1735,43.839189888999904,-79.03983860619991,8.32,5,2012,2011,0.0,0.0,0.0,0.579,0.36,0.015
1737,43.839189888999904,-79.03983860619991,8.36,10,2004,2006,0.2,2.4000000000000004,0.2,0.914,0.25,0.012
1738,43.87148426502804,-79.06518285587957,7.86,2,2015,2016,0.0,0.0,0.0,0.879,0.34,0.033
1742,43.95051113741628,-79.0852601060121,8.02,1,2015,2016,0.0,1.8,0.8,0.8809999999999999,0.43,0.032
